schemeCode,schemeName,isinGrowth,isinDivReinvestment
102328,Tata Mid Cap Fund Regular Plan- Growth Option,INF277K01626,
102329,Tata Mid Cap Growth Fund Regular Plan  - Bonus (Growth),,
102330,ICICI Prudential Regular Savings Fund - Plan - Growth,INF109K01902,
102337,Principal Global Opportunities Fund-Growth Option,,
102340,GCF-Plan C-Growth,,
102347,GFRF-Plan C-Growth,,
102363,GSSIF-ST-Plan C-Growth,,
102365,GSSIF-ST-Plan D-Growth,,
102373,GSSIF-MT-Plan C-Growth,,
102375,GSSIF-MT-Plan D-Growth,,
102381,ING Gilt Fund Provident Fund - Dynamic Plan-Growth Option,,
102382,ING Gilt Fund Provident Fund - Dynamic Plan-Growth Auto Income Payout Option,,
102394,UTI Mid Cap Fund-Growth Option,INF789F01810,
102395,UTI Infrastructure Fund-Growth Option,INF789F01752,
102398,UTI-Transportation and Logistics  Fund-Growth Option,INF789F01299,
102401,UTI Banking and Financial Services Fund - Regular Plan - Growth Option,INF789F01372,
102404,UTI PSU Fund-Growth Option,,
102414,SBI CONTRA FUND - REGULAR PLAN -GROWTH,INF200K01362,
102424,ICICI Prudential Fixed Maturity Plan - 1 Year-Series 12-Retail Growth - 1,,
102425,ICICI Prudential Fixed Maturity Plan - 1 Year-Series 12-Institutional Growth - 1,,
102426,Principal Resurgent India Equity Fund-Growth,,
102431,Nippon India Pharma Fund-Growth Plan-Growth Option,INF204K01968,
102432,Nippon India Pharma Fund-Growth Plan-Bonus Option,INF204K01950,
102434,DSP India T.I.G.E.R. Fund - Regular Plan - Growth,INF740K01151,
102441,Franklin India Liquid Fund - Institution-Growth,,
102445,DSP BlackRock Savings Manager Fund - Conservative - Growth,,
102448,DSP Regular Savings Fund- Regular Plan - Growth,INF740K01441,
102452,HDFC Low Duration  Fund - Growth,INF179K01442,
102456,Benchmark Fund of Funds-Nifty BeES Plan-Growth,,
102458,Benchmark Fund of Funds-Junior BeES Plan-Growth,,
102460,Benchmark Fund of Funds-Nifty 100 Plan-Growth,,
102462,Benchmark Fund of Funds-Nifty Balanced Plan-Growth,,
102479,JM Mid Cap Fund-Growth,,
102481,JM Large Cap Fund-Growth,,
102482,Sundaram India Leadership Fund-Growth,,
102491,UTI - GROWTH & VALUE FUND-ANNUAL DIVIDEND,,
102494,UTI - GROWTH & VALUE FUND-GROWTH,,
102495,UTI - GROWTH & VALUE FUND-SEMI ANNUAL DIVIDEND,,
102497,UTI - INDIA ADVANTAGE EQUITY FUND-GROWTH,,
102503,SBI  SAVINGS FUND - REGULAR PLAN - GROWTH,INF200K01636,
102505,SBI CREDIT RISK FUND - REGULAR PLAN - GROWTH,INF200K01685,
102510,UTI - GILT FUND - Regular Plan - Growth Option,INF789F01661,
102512,UTI - GILT FUND - Discontinued PF Plan - Growth Option,INF789F01PT6,
102517,UTI - DYNAMIC EQUITY FUND-GROWTH,,
102528,ICICI Prudential MidCap Fund - Growth,INF109K01AN2,
102532,UTI Ultra Short Duration Fund - Regular Plan - Growth Option,INF789F01570,
102535,UTI Conservative Hybrid Fund - Regular Plan - Growth Option,INF789F01893,
102540,UTI Low Duration Fund - Discontinued Growth Option,INF789F01331,
102544,UTI Low Duration Fund - Regular Plan - Growth Option,INF789F01OT9,
102556,GFRF Long Term-Plan A-Growth,,
102560,GFRF Long Term-Plan B-Growth,,
102574,Kotak Multi Asset Omni FOF - Growth- Regular,INF174K01468,
102591,Kotak Savings Fund -Growth,INF174K01FD6,
102594,ICICI Prudential Value Fund (erstwhile Value Discovery Fund) - Growth,INF109K01AF8,
102596,ICICI Prudential Value Discovery Fund - Institutional Option - I - Growth,,
102619,ABN AMRO Flexi Debt Fund-Regular Plan-Growth Option,,
102639,ABN AMRO  Equity Fund-Growth Plan,,
102641,ABN AMRO  Short Term Income Fund-Regular Plan-Growth Option,,
102644,ABN AMRO  Short Term Income Fund-Institutional Plan-Growth Option,,
102648,ABN AMRO  Short Term Income Fund-Institutional Plus Plan-Growth Option,,
102652,ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option,,
102661,BARODA CONSERVATIVE HYBRID FUND - Plan A - Growth Option,,
102664,BOB NRI FUND-Short Term Bond Plan-Growth,,
102666,BOB NRI FUND-Long Term Bond Plan-Growth,,
102672,Tata Liquid Fund -Regular Plan - Growth Option,INF277K01YD8,
102673,Nippon India Floater Fund - Growth Plan-Growth Option,INF204K01CG1,
102678,ICICI Prudential FMP-Quarterly -Series 26-Growth Option,,
102683,Birla Sun Life Fixed Maturity Plan - Quarterly Series II-Growth,,
102684,Grindlays Fixed Maturity Plan - 7-A-Growth,,
102686,Grindlays Fixed Maturity Plan - 7-B-Growth,,
102703,Sundaram Money Fund-Institutional Plan-Growth Option,,
102711,ING Select Debt Fund-Growth Option,,
102716,ING Domestic Opportunities Fund-Growth Option,,
102719,Principal Low Duration Fund - Growth,,
102722,Principal Low Duration Fund- Growth Option,,
102725,Principal Floating Rate Fund - SMP-Growth,,
102729,Principal Credit Risk Fund - Regular Plan - Growth Option,,
102734,Standard Chartered All Seasons Bond Fund-Plan A-Growth,,
102737,Standard Chartered All Seasons Bond Fund-Plan B-Growth,,
102741,ICICI Prudential Medium Term Bond Fund - Growth,INF109K01AH4,
102743,ICICI Prudential Medium Term Bond Fund-Plan B-Growth,,
102745,ICICI Prudential Medium Term Bond Fund-Plan C-Growth,,
102751,Nippon India Consumption Fund-Growth Plan-Growth Option,INF204K01AQ4,
102752,Nippon India Consumption Fund-Growth Plan-Bonus Option,INF204K01AP6,
102755,Birla Sun Life Fixed Maturity Plan - Annual Series 1-Growth,,
102756,SBI FOCUSED FUND - REGULAR PLAN -GROWTH,INF200K01370,
102760,HDFC Focused Fund - GROWTH PLAN,INF179K01574,
102767,Aditya Birla Sun Life Dynamic Bond Fund - Growth - Regular Plan,INF209K01793,
102798,ING Treasury Management Fund-Growth Option,,
102805,Canara Robeco Nifty Index - Regular Plan - Growth,,
102807,Principal Dividend Yield Fund-Growth Plan,,
102816,LIC NOMURA MF Floater MIP - Growth,,
102823,SBI HEALTHCARE OPPORTUNITIES FUND - REGULAR PLAN -GROWTH,INF200K01446,
102827,HSBC Floating Rate Fund - Long Term - Regular - Growth,,
102829,HSBC Floating Rate Fund - Long Term - Growth,,
102832,HSBC Floating Rate Fund - Short Term - Regular - Growth,,
102835,HSBC Floating Rate Fund - Short Term - Inst. - Growth,,
102839,HSBC Floating Rate Fund - Short Term - Inst. Plus - Growth,,
102846,Nippon India Balanced Advantage Fund-Growth Plan-Growth Option,INF204K01604,
102847,Nippon India Balanced Advantage Fund-Growth Plan-Bonus Option,INF204K01596,
102849,Nippon India Dynamic Bond Fund-Growth Plan-Growth Option,INF204K01FI0,
102856,Birla Sun Life Fixed Maturity Plan - Annual  Series 3-Growth,,
102861,Grindlays Fixed Maturity -3rd Plan-A-Growth,,
102865,SBI MAGNUM DEBT FUND SERIES - 180 DAYS - 1 - GROWTH,,
102868,Kotak Flexi-Debt - Regular Plan - Growth,,
102871,Grindlays Fixed Maturity - 6th Plan-A-Growth,,
102873,SBI MAGNUM DEBT FUND SERIES - 180 DAYS - 2 - GROWTH,,
102875,Kotak-Small Cap Fund - Growth,INF174K01211,
102883,Franklin India Large & Mid Cap Fund - Growth Plan,INF090I01205,
102885,SBI EQUITY HYBRID FUND - REGULAR PLAN -Growth,INF200K01107,
102888,SBI MAGNUM DEBT FUND SERIES - 15 MONTHS-1- GROWTH,,
102897,Principal Focussed Advantage Fund-Growth,,
102898,ING Vysya Fixed Maturity Fund - Series II-Growth Option,,
102901,LIC NOMURA MF Opportunities Fund-Growth,,
102902,JM Equity & Derivative Fund-Growth-growth option,,
102905,Reliance Index Fund-Sensex Plan-Growth Option,,
102908,Reliance Index Fund-Nifty Plan-Growth Option,,
102913,CANARA ROBECO SAVINGS FUND - REGULAR PLAN - GROWTH OPTION,INF760K01795,
102920,CANARA ROBECO LARGE AND MID CAP FUND - REGULAR PLAN - GROWTH OPTION,INF760K01167,
102924,Birla Fixed Term Plan - Series A-Growth,,
102931,ING Midcap Fund-Growth Option,,
102937,Kotak FMP - Series-VIII-Growth,,
102939,Kotak FMP - Series-X VI-Growth,,
102941,SBI MIDCAP FUND - REGULAR PLAN - GROWTH,INF200K01560,
102945,Grindlays Fixed Maturity  9th Plan-Plan A-Growth,,
102948,HDFC Hybrid Equity Fund - Growth Plan,INF179K01AS4,
102951,ABN  AMRO Opportunities Fund-Growth,,
102954,UTI-FMP Yearly Series Feb05-Growth Option,,
102958,ING Vysya Fixed Maturity Fund - Series III-Growth Option,,
102961,Fidelity Equity Fund-Growth Option,,
102964,JM Fixed Maturity Plan  -  YSO1-GROWTH PLAN,,
102969,Principal Deposit Fund 371 days plan-March 05-Growth,,
102974,SBI MAGNUM DEBT FUND SERIES - 13 MONTHS-1 - GROWTH,,
102978,Reliance Fixed Maturity Fund-Annual Plan Series-1-Growth Option,,
102986,ICICI Prudential Plan I - Year Plus Plan-Growth-Normal,,
102987,ICICI Prudential Plan I - Year Plus Plan-Growth-Direct,,
102991,Birla Fixed Term Plan - Series C-Growth,,
102995,Grindlays Fixed Maturity 4th Plan-A-Growth,,
102997,Grindlays Fixed Maturity 4th Plan-B-Growth,,
103001,Kotak Dynamic FOF---Growth,,
103003,Kotak FMP - Series.-I-Growth,,
103006,HSBC Small Cap Equity Fund - Growth,,
103009,SBI MAGNUM DEBT FUND SERIES - 60 DAYS - 3 - GROWTH,,
103024,SBI LARGE & MIDCAP FUND- REGULAR PLAN -Growth,INF200K01305,
103026,UTI-Dividend Yield Fund.-Growth,INF789F01463,
103027,ICICI Prudential Blended Plan A - Growth,,
103034,SBI MNC FUND - REGULAR PLAN -GROWTH,INF200K01271,
103037,Reliance Fixed Maturity Fund- Series-2-Annual Plan Series-2-Growth Option,,
103040,Kotak Contra Fund - Regular Plan - Growth,INF174K01245,
103048,Nippon India Money Market Fund-Growth Plan-Growth Option,INF204K01VA4,
103049,Reliance Money Market Fund-Growth Plan-Bonus Option,,
103053,Standard Chartered Classic Equity Fund-Plan-Growth,,
103055,Franklin Templeton Fixed Tenure Fund-Series I(60 Month Plan)-Growth,,
103059,Principal Junior Cap Fnd-Growth Option,,
103061,ICICI Prudential Blended Plan B -  Growth Option - I,,
103063,ICICI Prudential Blended Plan B Institutional Growth Option - II,,
103065,Grindlays Fixed Maturity 12th Plan-Plan A-Growth,,
103067,Grindlays Fixed maturity 8th Plan-Plan A-Growth,,
103071,Tata Mid Cap Fund Plan A- Growth,,
103076,Aditya Birla Fixed Term Debt Fund - Series 1-18 Months-Growth,,
103078,Aditya Birla Fixed Term Debt Fund - Series 1-36 Months-Growth,,
103083,Reliance Regular Savings Fund-DEBT OPTION -Growth Option,,
103085,Nippon India Value Fund- Growth Plan,INF204K01GB3,
103087,Reliance Regular Savings Fund-BALANCED OPTION-Growth Option,,
103098,UTI Value Fund - Regular Plan - Growth Option,INF789F01AG5,
103104,DWS FIXED TERM FUND SERIES 3-GROWTH,,
103108,JM Emerging Leaders Fund-Growth,,
103111,Aditya Birla Sun Life Consumption Fund-Growth Option,INF209K01447,
103116,Birla Fixed Term Debt Fund Series 2-18 Months-Growth,,
103120,Sahara Wealth Plus Fund-Fixed Pricing Option-Growth Option,,
103122,Sahara Wealth Plus Fund-Variable Pricing Option-Growth Option,,
103124,DWS FIXED TREM FUND SERIES 2-DEUTSCHE FIXED TERM FUND SERIES 2-GROWTH,,
103131,HDFC Multi-Asset Fund - Growth Option,INF179K01AP0,
103138,Reliance Fixed Maturity Fund- Annual Plan-3-Series-2-Annual Plan-3-Growth Option,,
103142,Birla Fixed Term Debt Fund Series 3-18 Months-Growth,,
103144,Birla Sun Life Fixed Term Debt Fund Series 3-36 Months-Growth,,
103145,SBI COMMA Fund - REGULAR PLAN - Growth,INF200K01339,
103149,ICICI Prudential Infrastructure Fund - Growth,INF109K01AV5,
103151,Franklin India Opportunities Fund - Growth,INF090I01841,
103152,Standard Chartered Premier Equity Fund-Plan-Growth,,
103155,Aditya Birla Sun Life Equity Hybrid'95 Fund - Regular Plan-Growth,INF209K01BT5,
103157,JM Fixed Maturity Fund-YSA2-Growth Option,,
103159,Tata Treasury Advantage Fund - Regular Plan - Growth Option,INF277K01MA9,
103161,ING Dividend Yield Fund-Growth Option,,
103166,Aditya Birla Sun Life Flexi Cap Fund - Growth - Regular Plan,INF209K01AJ8,
103168,Aditya Birla Sun Life Digital India Fund - Growth - Regular Plan,INF209K01140,
103170,Aditya Birla Sun Life Buy India Fund - Growth - Regular Plan,,
103172,Birla Sun Life Basic Industries Fund-Plan B(Growth),,
103174,Aditya Birla Sun Life Large Cap Fund-Growth,INF209K01BR9,
103176,Aditya Birla Sun Life Banking & PSU Debt Fund - Retail Plan-Growth,INF209K01LT4,
103178,Aditya Birla Sun Life Corporate Bond Fund - Growth - Regular Plan,INF209K01785,
103180,Aditya Birla Sun Life Income Fund-Plan E(54EA Growth),,
103182,Aditya Birla Sun Life Income Fund-Plan G(54EB Growth),,
103185,Aditya Birla Sun Life Monthly Income - Growth - Regular Plan,,
103188,Aditya Birla Sun Life Banking & PSU Debt Fund - Growth - Regular Plan,,
103190,Aditya Birla Sun Life Government Securities Fund - Short Term Plan - Growth - Regular Plan,,
103192,Aditya Birla Sun Life Low Duration Fund -Regular- Growth Plan,INF209K01LQ0,
103195,Aditya Birla Sun Life Low Duration Fund - Institutional Plan - Growth,INF209K01KE8,
103196,Nippon India ELSS Tax Saver Fund-Growth Plan-Growth Option,INF204K01GK4,
103202,Franklin Templeton Fixed Tenure Fund-SeriesII (60MonthsPlan)- Growth Plan,,
103204,ABN AMRO Dividend Yield Fund-Growth Option,,
103207,JM Fixed Maturity Fund-YSB2-Growth Option,,
103211,Sundaram CAPEX Opportunities Fund-Growth,,
103215,SBI Flexicap Fund - REGULAR PLAN -Growth Option,INF200K01222,
103218,Tata Fixed Horizon Fund Series 1 -Option C [371 days] Growth,,
103224,Kotak Cash Plus---Growth (Upto 17/06/07) renamed as Kotak Equity Arbitrage Fund,,
103225,quant Liquid Fund - Growth Option - Regular Plan,INF966L01317,
103230,LICMF FIXED MATURITY PLAN - SR-I-SIX MONTH-GROWTH,,
103232,LICMF FIXED MATURITY PLAN - SR-I-ONE YEAR-GROWTH,,
103234,Kotak Large & Midcap Fund - Growth-Regular,INF174K01187,
103277,DSP BlackRock Income Opportunities Fund - Institutional Plan-Growth,,
103278,Grindlays Fixed Maturity 15th Plan (GFMP-15)-A-Growth,,
103280,Grindlays Fixed Maturity 15th Plan (GFMP-15)-B-Growth,,
103283,Kotak Flexi Fund of Funds---Growth,,
103288,ABN AMRO Money Plus Fund-Regular Plan-Growth Option,,
103291,ABN AMRO Money Plus Fund-Institutional Plan-Growth Option,,
103297,Principal Deposit Fund 371 days plan-Oct 05-Growth,,
103304,Grindlays Fixed Maturity 16th Plan-A-Growth,,
103309,Aditya Birla Sun Life Focused Fund -Growth Option,INF209K01462,
103312,ICICI Prudential Exports & Services Fund - Growth,INF109K01BB5,
103314,HSBC Fixed Term Series I - Growth,,
103332,Principal Deposit Fund 91 days plan-Nov 05-Growth,,
103335,Principal Focused Multicap Fund-Growth Option,,
103336,Tata Contra Fund Plan A -  Growth,,
103339,Kotak ELSS Tax Saver Fund-Growth,INF174K01369,
103340,ICICI Prudential Liquid Fund - Growth,INF109K01VQ1,
103346,Aditya Birla Fixed Term Plan - Series D-Growth,,
103347,DSP Liquidity Fund - Regular Plan - Growth,INF740K01FK9,
103358,Franklin Templeton Fixed Tenure Fund-Series III (36 Months)-Growth,,
103360,Franklin India Small Cap Fund-Growth,INF090I01569,
103366,SBI Magnum Debt Fund Series-180 days-3-Growth,,
103367,"ING L.I.O.N. (Large cap, Intermediate cap, Opportunities, New offerings)Fund-Growth Option",,
103373,Kotak FMP --Series XII-Growth,,
103374,Tata Fixed Horizon Fund Series 2 - Plan B - Growth,,
103377,DWS FIXED TERM FUND SR 4-GROWTH,,
103379,Standard Chartered Tristar Series I-A-Growth,,
103381,Standard Chartered Tristar Series I-B-Growth,,
103383,Grindlays Fixed Maturity Plus Plan I-A-Growth,,
103385,Grindlays Fixed Maturity Plus Plan I-B-Growth,,
103388,LICMF Fixed Maturity Plan Series 2-Growth Option,,
103390,CANARA ROBECO INFRASTRUCTURE FUND - REGULAR PLAN - GROWTH OPTION,INF760K01274,
103397,Sundaram Money Fund Regular Plan - Growth,,
103398,DSP BlackRock Fixed Term Plan- Series 3-Growth,,
103404,HSBC Fixed Term Series II - Growth,,
103407,HSBC Infrastructure Equity Fund - Growth,,
103408,SBI MULTI ASSET ALLOCATION FUND - REGULAR PLAN - GROWTH,INF200K01800,
103412,"Reliance Fixed Tenor Fund-Plan ""A""-Growth Option",,
103415,LICMF Fixed Maturity Plan Series 3-Growth Option,,
103416,DSP BlackRock Fixed Term Plan - Series 1 A-Growth,,
103418,Fidelity MultiManager Cash Fund-Growth Option,,
103420,Fidelity Tax Advantage Fund-Growth Option,,
103439,Grindlays Fixed Maturity 19th Plan-A-Growth,,
103441,HSBC Fixed Term Series V - Growth,,
103444,Kotak FMP Series.-XV-Growth,,
103445,ABN AMRO Tax  Advantage Plan (ELSS)-Growth Option,,
103447,Grindlays Fixed Maturity 20th Plan (GFMP-20)-A-Growth,,
103450,UTI Fixed Term Income Fund Series - I-Growth Option,,
103452,Principal Pnb FMP Series I-Growth Plan,,
103454,Principal Services Industries Fund-GROWTH,,
103457,UTI Bluechip Flexicap Fund - Regular Plan - Growth option,,
103458,ICICI Prudential FMP series 28 - 4 Mths Plan-Growth Plan,,
103462,Reliance Fixed Maturity Fuind Series-2 Quarterly Plan-3-Quarterly Plan-III-Growth Option,,
103464,Quant Money Market Fund-Growth Option,,
103467,Aditya Birla Fixed Term Plan - Series E-Growth,,
103469,HDFC Focused Large-Cap Fund-Growth,,
103474,KOTAK LIFESTYLE FUND---Growth,,
103476,Aditya Birla Sun Life Infrastructure Fund-Growth,INF209K01504,
103480,"Reliance Fixed Tenor Fund Plan """"B''-PLAN-Growth Option",,
103487,Standard Chartered Imperial Equity Fund-Plan-Growth,,
103490,Quantum Value Fund - Direct Plan Growth Option,INF082J01036,
103492,Kotak FMP Series XVII---Growth,,
103502,ABN AMRO Fixed Term Plan - Series 1 - Regular Plan-Regular Plan-Growth Option,,
103504,SBI Large Cap FUND-REGULAR PLAN GROWTH,INF200K01180,
103507,Aditya Birla Fixed Term Plan-Quarterly Series 1-Growth,,
103508,DSP BlackRock Fixed Term Plan - Series 2-Growth,,
103510,Standard Chartered Fixed Maturity 3rd Plan-A-Growth,,
103513,UTI-Fixed Maturity Plan FEB 06-II-Growth Option,,
103517,Kotak FMP Series XVIII---Growth,,
103520,Reliance Fixed Maturity Fund -Monthly Plan-11-Series-2-Monthly Plan-11-Growth Option,,
103522,Kotak FMP Series 20-.-Growth,,
103524,Standard Chartered Liquidity Manager (SCLM)-A-Growth,,
103528,Tata Fixed Horizon Fund Series 2 - Plan C- 18 month - Growth,,
103530,Principal Pnb Fixed Maturity Plan 460 Days - Series I-Growth,,
103534,UTI Contra Fund-Growth-Growth Option,,
103542,Aditya Birla Fixed Term Plan Series-F-Growth,,
103544,ABN Amro Fixed Term Plan - Series 2 - Quarterly Plan A-Growth Option,,
103548,Franklin Templeton Fixed Tenure Fund-SeriesIV(60MonthsPlan)-Growth Plan,,
103553,Aditya Birla Fixed Term Plan-Quarterly Series 2-Growth,,
103554,DSP BlackRock Fixed Term Plan - Series 1B-Growth,,
103556,Standard Chartered Fixed Maturity 2nd Plan-A-Growth,,
103558,DWS TAX SAVING FUND-GROWTH,,
103560,Grindlays Fixed Maturity 21St Plan-A-Growth,,
103564,ICICI Prudential FMP series 28 - 16 Mths Plan-Growth Option,,
103566,ICICI Prudential FMP series 28 - 16 Mths Plan-Institutional Growth Option,,
103570,ING Vysya Fixed Maturity Fund - Series VI-Growth Option,,
103573,Grindlays Fixed Maturity Plus Plan - II-A-Growth,,
103575,Grindlays Fixed Maturity Plus Plan - II-B-Growth,,
103579,Franklin Templeton Fixed Tenure Fund-Series V-13 Months Plan-Growth Plan,,
103582,ABN AMRO Fixed Term Plan - Series 2 - Thirteen Month Plan-Growth Option,,
103584,ABN AMRO Future  Leaders Fund-Growth Option,,
103586,Standard Chartered Fixed Maturity 4th Plan-A-Growth,,
103589,DWS FIXED TERM FUND SERIES 8-GROWTH,,
103591,DWS Low Duration Fund - Regular Plan - Growth,,
103593,DWS FIXED TERM FUND SERIES 9-GROWTH,,
103596,"JM FMF SERIES II-QUARTERLY ""A""-Growth Plan",,
103597,Standard Chartered Liquidity Manager Plus-A-Growth,,
103604,LICMF Fixed Maturity Plan Series5-Growth Option,,
103607,DSP BlackRock Fixed Term Plan - Series 1C-Growth,,
103609,"Reliance Fixed Horizon Fund-Plan ""B"" Series-II-PLAN ""B""-Growth Option",,
